"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","loginTest","All Test Suite","Fri Feb 20 19:18:10 UTC 2026","passed","Fri Feb 20 19:18:10 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","94","testCRUDJson","All Test Suite","Fri Feb 20 19:18:10 UTC 2026","passed","Fri Feb 20 19:18:10 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","testCRUDJson"
"","1","testMethod","All Test Suite","Fri Feb 20 19:18:11 UTC 2026","passed","Fri Feb 20 19:18:11 UTC 2026","auto01.nonguitests.TestDDT01","Non-GUI Data Tests","auto01.nonguitests.TestDDT01","testMethod"
"","1","testRegister","All Test Suite","Fri Feb 20 19:18:11 UTC 2026","passed","Fri Feb 20 19:18:11 UTC 2026","auto01.nonguitests.TestDataFaker","Non-GUI Data Tests","auto01.nonguitests.TestDataFaker","testRegister"
"","46766","loginSmokeTest","All Test Suite","Fri Feb 20 19:18:07 UTC 2026","broken","Fri Feb 20 19:18:54 UTC 2026","auto01.uitests2.LoginTest2","Non Lazy Page Initialization Tests","auto01.uitests2.LoginTest2","loginSmokeTest"
"","5928","AdminPageTest","All Test Suite","Fri Feb 20 19:20:04 UTC 2026","passed","Fri Feb 20 19:20:10 UTC 2026","auto01.uitests2.LoginTest2","Non Lazy Page Initialization Tests","auto01.uitests2.LoginTest2","AdminPageTest"
"","5786","EmployeePageTest","All Test Suite","Fri Feb 20 19:19:55 UTC 2026","passed","Fri Feb 20 19:20:01 UTC 2026","auto01.uitests2.LoginTest2","Non Lazy Page Initialization Tests","auto01.uitests2.LoginTest2","EmployeePageTest"
"","4","loginTest","All Test Suite","Fri Feb 20 19:18:10 UTC 2026","passed","Fri Feb 20 19:18:10 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","14618","newEmployeeTest","All Test Suite","Fri Feb 20 19:19:41 UTC 2026","passed","Fri Feb 20 19:19:55 UTC 2026","auto01.uitests2.EmployeeTest","Non Lazy Page Initialization Tests","auto01.uitests2.EmployeeTest","newEmployeeTest"
"","820","OrangeTableTest2","All Test Suite","Fri Feb 20 19:20:01 UTC 2026","passed","Fri Feb 20 19:20:02 UTC 2026","auto01.uitests2.TableTest","Non Lazy Page Initialization Tests","auto01.uitests2.TableTest","OrangeTableTest2"
"","1","testRegister","All Test Suite","Fri Feb 20 19:18:11 UTC 2026","passed","Fri Feb 20 19:18:11 UTC 2026","auto01.nonguitests.TestDataFaker","Non-GUI Data Tests","auto01.nonguitests.TestDataFaker","testRegister"
"","22300","searchEmployeeTest3","All Test Suite","Fri Feb 20 19:20:10 UTC 2026","passed","Fri Feb 20 19:20:32 UTC 2026","auto01.uitests2.EmployeeTest","Non Lazy Page Initialization Tests","auto01.uitests2.EmployeeTest","searchEmployeeTest3"
"","6555","EmployeePageTest","All Test Suite","Fri Feb 20 19:18:08 UTC 2026","passed","Fri Feb 20 19:18:14 UTC 2026","auto01.uitests1.LoginTest1","Ui Data-Driven Test","auto01.uitests1.LoginTest1","EmployeePageTest"
"","1","loginTest","All Test Suite","Fri Feb 20 19:18:10 UTC 2026","passed","Fri Feb 20 19:18:10 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","46543","OrangeTableTest1","All Test Suite","Fri Feb 20 19:18:54 UTC 2026","broken","Fri Feb 20 19:19:41 UTC 2026","auto01.uitests2.TableTest","Non Lazy Page Initialization Tests","auto01.uitests2.TableTest","OrangeTableTest1"
"","1947","testRegister","All Test Suite","Fri Feb 20 19:18:03 UTC 2026","broken","Fri Feb 20 19:18:05 UTC 2026","auto01.uitests2.AddMultiEmployeeTest2","E2E Employeee Tests","auto01.uitests2.AddMultiEmployeeTest2","testRegister"
"","5669","testRegister","All Test Suite","Fri Feb 20 19:18:03 UTC 2026","broken","Fri Feb 20 19:18:09 UTC 2026","auto01.uitests2.AddMultiEmployeeTest2","E2E Employeee Tests","auto01.uitests2.AddMultiEmployeeTest2","testRegister"
"","0","testMethod","All Test Suite","Fri Feb 20 19:18:11 UTC 2026","passed","Fri Feb 20 19:18:11 UTC 2026","auto01.nonguitests.TestDDT01","Non-GUI Data Tests","auto01.nonguitests.TestDDT01","testMethod"
"","2379","newEmployeeTest2","All Test Suite","Fri Feb 20 19:20:02 UTC 2026","passed","Fri Feb 20 19:20:04 UTC 2026","auto01.uitests2.EmployeeTest","Non Lazy Page Initialization Tests","auto01.uitests2.EmployeeTest","newEmployeeTest2"
"","1","loginTest","All Test Suite","Fri Feb 20 19:18:10 UTC 2026","passed","Fri Feb 20 19:18:10 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","1","testMethod","All Test Suite","Fri Feb 20 19:18:11 UTC 2026","passed","Fri Feb 20 19:18:11 UTC 2026","auto01.nonguitests.TestDDT01","Non-GUI Data Tests","auto01.nonguitests.TestDDT01","testMethod"
"This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication.","4513","loginSmokeTest","All Test Suite","Fri Feb 20 19:18:03 UTC 2026","passed","Fri Feb 20 19:18:08 UTC 2026","auto01.uitests1.LoginTest1","Ui Data-Driven Test","auto01.uitests1.LoginTest1","loginSmokeTest"
"","1","loginTest","All Test Suite","Fri Feb 20 19:18:10 UTC 2026","passed","Fri Feb 20 19:18:10 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
